query_id,method,subset,recall@1,hit@1,recall@5,hit@5,recall@10,hit@10,mrr@10,ndcg@10,map@10
Q014078,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q014079,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014080,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q014081,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014082,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014083,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014084,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014085,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014086,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014087,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014088,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q014089,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014090,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014091,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014092,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014093,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014094,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q014095,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014096,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014097,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014098,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q014099,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014100,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014101,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014102,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014103,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014104,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014105,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014106,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q014107,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q014108,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014109,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014110,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014111,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014113,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014114,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014116,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q014117,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014118,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014119,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014120,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014121,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014122,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q014124,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014125,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014127,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014128,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014129,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014130,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014131,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014132,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014134,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014135,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q014136,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q014137,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014138,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014139,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.31546487678572877,0.125
Q014140,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014141,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014142,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014143,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014144,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q014145,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014146,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014148,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014149,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014150,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014151,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014152,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285
Q014153,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014154,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014155,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014156,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014157,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014158,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q014159,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014160,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014161,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014162,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014163,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014164,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q014165,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014166,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014167,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014168,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q014170,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q014171,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014172,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014173,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014174,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014175,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014176,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014177,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q014178,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014179,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014180,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014183,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014185,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014186,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014187,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014188,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014189,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014190,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014191,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014192,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014193,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014194,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014195,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q014196,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014197,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014198,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014199,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014200,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014201,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014202,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q014203,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014204,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.31546487678572877,0.125
Q014205,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014206,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014207,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014208,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014209,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014210,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014211,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014212,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014213,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014214,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014215,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q014216,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014217,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014219,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014220,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q014221,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014222,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014224,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q014225,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014226,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014228,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014229,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014230,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014231,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014232,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q014233,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014234,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014235,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014236,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014237,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014239,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014240,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014241,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014242,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014243,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014245,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014246,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014247,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q014248,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014249,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014250,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.31546487678572877,0.125
Q014251,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014252,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014253,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014255,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014256,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014257,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014259,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014260,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014261,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014262,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014263,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014264,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014265,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014266,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014267,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014268,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014269,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014270,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014271,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014272,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014273,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q014275,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014276,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014278,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285
Q014279,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014280,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q014281,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q014282,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q014285,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014286,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014287,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014289,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q014290,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014291,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014292,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014293,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014294,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014295,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014296,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014297,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014298,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285
Q014299,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014300,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014301,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014302,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014304,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014305,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014306,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014308,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014309,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014311,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014313,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q014315,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014316,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014317,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014318,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014319,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014320,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q014321,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q014322,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014323,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q014324,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014325,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014326,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014327,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014328,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014329,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014331,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014332,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285
Q014333,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014334,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014335,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014336,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q014337,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014338,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014339,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014340,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014341,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014342,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014343,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q014344,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014345,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q014346,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014347,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014348,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014349,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014350,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014351,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014352,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014353,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014354,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014355,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014356,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014358,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014359,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q014360,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014361,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q014362,TF-IDF,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q014363,TF-IDF,strict,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q014364,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q014367,TF-IDF,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q014368,TF-IDF,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
