query_id,predicted_attack_id,predicted_technique_name,predicted_score,is_relevant,source_name,source_type,query_text,relevant_attack_ids,relevant_names
Q007036,T1074,Data Staged,-2.858919858932495,False,CORESHELL,malware,CORESHELL. CORESHELL collects the volume serial number from the victim and sends the information to its C2 server.,"[""T1680""]","[""Local Storage Discovery""]"
Q007037,T1027.008,Stripped Payloads,-3.0882279872894287,False,CORESHELL,malware,CORESHELL. CORESHELL contains unused machine instructions in a likely attempt to hinder analysis.,"[""T1027.016""]","[""Junk Code Insertion""]"
Q007038,T1102.001,Dead Drop Resolver,-3.702831268310547,False,CORESHELL,malware,CORESHELL. CORESHELL downloads another dropper from its C2 server.,"[""T1105""]","[""Ingress Tool Transfer""]"
Q007039,T1547.013,XDG Autostart Entries,0.9235804080963135,False,CORESHELL,malware,"CORESHELL. CORESHELL has established persistence by creating autostart extensibility point (ASEP) Registry entries in the Run key and other Registry keys, as well as by creating shortcuts in the Internet Explorer Quick Start folder.","[""T1547.001""]","[""Registry Run Keys / Startup Folder""]"
Q007041,T1560.003,Archive via Custom Method,-0.7613911628723145,False,CORESHELL,malware,CORESHELL. CORESHELL obfuscates strings using a custom stream cipher.,"[""T1027""]","[""Obfuscated Files or Information""]"
Q007043,T1222,File and Directory Permissions Modification,3.192779064178467,False,CaddyWiper,malware,CaddyWiper. CaddyWiper can modify ACL entries to take ownership of files.,"[""T1222.001""]","[""Windows Permissions""]"
Q007045,T1482,Domain Trust Discovery,-5.334906101226807,False,CaddyWiper,malware,CaddyWiper. CaddyWiper can use `DsRoleGetPrimaryDomainInformation` to determine the role of the infected machine. CaddyWiper can also halt execution if the compromised host is identified as a domain controller.,"[""T1082""]","[""System Information Discovery""]"
Q007048,T1548.004,Elevated Execution with Prompt,-7.536791801452637,False,CaddyWiper,malware,"CaddyWiper. CaddyWiper has the ability to dynamically resolve and use APIs, including `SeTakeOwnershipPrivilege`.","[""T1106""]","[""Native API""]"
Q007049,T1125,Video Capture,-1.9179240465164185,False,Cadelspy,malware,Cadelspy. Cadelspy has the ability to capture screenshots and webcam photos.,"[""T1113""]","[""Screen Capture""]"
Q007050,T1560.001,Archive via Utility,-0.31552284955978394,False,Cadelspy,malware,Cadelspy. Cadelspy has the ability to compress stolen data into a .cab file.,"[""T1560""]","[""Archive Collected Data""]"
Q007051,T1592.001,Hardware,-2.0784778594970703,False,Cadelspy,malware,Cadelspy. Cadelspy has the ability to discover information about the compromised host.,"[""T1082""]","[""System Information Discovery""]"
Q007056,T1547.012,Print Processors,-7.3430633544921875,False,Cadelspy,malware,Cadelspy. Cadelspy has the ability to steal information about printers and the documents sent to printers.,"[""T1120""]","[""Peripheral Device Discovery""]"
Q007057,T1547.007,Re-opened Applications,1.5077062845230103,False,Calisto,malware,Calisto. Calisto adds a .plist file to the /Library/LaunchAgents folder to maintain persistence.,"[""T1543.001""]","[""Launch Agent""]"
Q007058,T1021,Remote Services,-2.73862886428833,False,Calisto,malware,Calisto. Calisto adds permissions and remote logins to all users.,"[""T1098""]","[""Account Manipulation""]"
Q007059,T1083,File and Directory Discovery,-4.644903659820557,False,Calisto,malware,Calisto. Calisto can collect data from user directories.,"[""T1005""]","[""Data from Local System""]"
Q007064,T1570,Lateral Tool Transfer,-2.8802947998046875,False,Calisto,malware,Calisto. Calisto has the capability to use rm -rf to remove folders and files from the victim's machine.,"[""T1070.004""]","[""File Deletion""]"
Q007066,T1590.005,IP Addresses,-3.65704083442688,False,Calisto,malware,Calisto. Calisto runs the ifconfig command to obtain the IP address from the victim’s machine.,"[""T1016""]","[""System Network Configuration Discovery""]"
Q007067,T1074,Data Staged,0.20799346268177032,False,Calisto,malware,Calisto. Calisto uses a hidden directory named .calisto to store data from the victim’s machine before exfiltration.,"[""T1074.001"", ""T1564.001""]","[""Hidden Files and Directories"", ""Local Data Staging""]"
Q007070,T1553.006,Code Signing Policy Modification,-7.140403747558594,False,Calisto,malware,Calisto. Calisto's installation file is an unsigned DMG image under the guise of Intego’s security solution for mac.,"[""T1036.005""]","[""Match Legitimate Resource Name or Location""]"
Q007074,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,0.411886602640152,False,CallMe,malware,CallMe. CallMe uses AES to encrypt C2 traffic.,"[""T1573.001""]","[""Symmetric Cryptography""]"
Q007076,T1105,Ingress Tool Transfer,-3.6580986976623535,False,Caminho,malware,Caminho. Caminho can use `System.Net.WebClient.downloadString()` for file download.,"[""T1106""]","[""Native API""]"
Q007077,T1027.010,Command Obfuscation,-2.3797993659973145,False,Caminho,malware,Caminho. Caminho can use code flattening for payload obfuscation.,"[""T1027.013""]","[""Encrypted/Encoded File""]"
Q007078,T1027.016,Junk Code Insertion,1.2920951843261719,False,Caminho,malware,Caminho. Caminho can use junk code for obfuscation.,"[""T1027.001""]","[""Binary Padding""]"
Q007079,T1127.001,MSBuild,0.28192317485809326,False,Caminho,malware,Caminho. Caminho has launched and hollowed out MSBuild.exe to host malicious code.,"[""T1055.012""]","[""Process Hollowing""]"
Q007081,T1613,Container and Resource Discovery,-7.8771185874938965,False,CanisterWorm,malware,CanisterWorm. CanisterWorm can base execution on specific conditions including halting its wiper component if Kubernetes is not found and if the target is not located in Iran.,"[""T1480""]","[""Execution Guardrails""]"
Q007082,T1610,Deploy Container,-1.5150938034057617,False,CanisterWorm,malware,CanisterWorm. CanisterWorm can deploy privileged DaemonSets in Kubernetes clusters for data wiping using kubectl.,"[""T1609""]","[""Container Administration Command""]"
Q007084,T1528,Steal Application Access Token,-2.6281399726867676,False,CanisterWorm,malware,CanisterWorm. CanisterWorm can leverage stolen tokens to execute Javascsript (deploy.js) for self-propagation.,"[""T1059.007""]","[""JavaScript""]"
Q007085,T1090.003,Multi-hop Proxy,-7.843174457550049,False,CanisterWorm,malware,CanisterWorm. CanisterWorm can periodically poll a decentralized Internet Computer Protocol (ICP) canister to retrieve a dynamic URL for payload delivery.,"[""T1102.001""]","[""Dead Drop Resolver""]"
Q007086,T1561,Disk Wipe,-4.044745445251465,False,CanisterWorm,malware,"CanisterWorm. CanisterWorm has checked if the current user is root. If it is, CanisterWorm will wipe the system using `rm –rf / --no-preserve-root`. If it is not, CanisterWorm will try passwordless sudo and will run the same command.","[""T1548.003""]","[""Sudo and Sudo Caching""]"
Q007087,T1614,System Location Discovery,-7.520662784576416,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has checked if the target system’s time zone is “Asia/Tehran” or “Iran.”,"[""T1124""]","[""System Time Discovery""]"
Q007088,T1124,System Time Discovery,-5.548923492431641,False,CanisterWorm,malware,"CanisterWorm. CanisterWorm has checked the target system's timezone `(/etc/timezone, timedatectl)` for `Asia/Tehran` or `Iran` and the `LANG` environment variable for `fa_IR` to identify systems matching an Iranian locale prior to deploying its destructive wiper component.","[""T1614.001""]","[""System Language Discovery""]"
Q007089,T1027.010,Command Obfuscation,-7.58204984664917,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has decoded a long Base64 string to obtain a Python script for its second-stage payload.,"[""T1140""]","[""Deobfuscate/Decode Files or Information""]"
Q007090,T1578.003,Delete Cloud Instance,-8.953716278076172,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has deleted itself after execution.,"[""T1070.004""]","[""File Deletion""]"
Q007091,T1546.018,Python Startup Hooks,-9.91676139831543,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has discovered npm pathways and directories that frequently store .npmrc files to check for _authToken values.,"[""T1083""]","[""File and Directory Discovery""]"
Q007092,T1102.001,Dead Drop Resolver,-2.3721060752868652,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has downloaded and executed binaries from dead drop URLs retrieved from ICP canister C2 nodes. CanisterWorm has also downloaded kubectl to compromised environments if it was not already installed.,"[""T1105""]","[""Ingress Tool Transfer""]"
Q007095,T1550.001,Application Access Token,-2.8055882453918457,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has gathered cloud access tokens.,"[""T1528""]","[""Steal Application Access Token""]"
Q007096,T1525,Implant Internal Image,-3.063577651977539,False,CanisterWorm,malware,"CanisterWorm. CanisterWorm has gathered credentials from Amazon Web Services (AWS), Google Cloud Platform (GCP), and Microsoft Azure.","[""T1555.006""]","[""Cloud Secrets Management Stores""]"
Q007097,T1678,Delay Execution,-3.2667505741119385,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has leveraged a Sleep setting of five minutes before executing tasks to evade sandbox environments.,"[""T1497.003""]","[""Time Based Checks""]"
Q007098,T1204.005,Malicious Library,-4.971269607543945,False,CanisterWorm,malware,"CanisterWorm. CanisterWorm has leveraged stolen npm tokens to automate compromise by enumerating all publishable packages in a namespace, bumping versions, and publishing itself across the entire scope.","[""T1550.001""]","[""Application Access Token""]"
Q007099,T1204.005,Malicious Library,-7.564846038818359,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has leveraged stolen tokens from Trivy users to publish itself across over 46 npm packages.,"[""T1677""]","[""Poisoned Pipeline Execution""]"
Q007101,T1608.001,Upload Malware,-7.4113664627075195,False,CanisterWorm,malware,"CanisterWorm. CanisterWorm has mimicked legitimate PostgreSQL components (pgmon, pglog, and .pg_state) to masquerade malicious files.","[""T1036.005""]","[""Match Legitimate Resource Name or Location""]"
Q007102,T1685.006,Clear Linux or Mac System Logs,-5.0175909996032715,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has parsed the /var/log/auth.log and /var/log/secure files for source IP addresses.,"[""T1016""]","[""System Network Configuration Discovery""]"
Q007103,T1685.006,Clear Linux or Mac System Logs,-4.717836380004883,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has parsed the /var/log/auth.log and /var/log/secure files for usernames.,"[""T1033""]","[""System Owner/User Discovery""]"
Q007105,T1543.005,Container Service,-3.7468461990356445,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has registered itself as a systemd service for persistence on targeted Kubernetes nodes.,"[""T1053.006""]","[""Systemd Timers""]"
Q007106,T1596.005,Scan Databases,-7.99741268157959,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has scanned the local /24 subnet for new targets.,"[""T1018""]","[""Remote System Discovery""]"
Q007108,T1561,Disk Wipe,-4.650123596191406,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has targeted wiper components that can delete entire clusters and execute recursive file deletions on non-containerized hosts.,"[""T1485""]","[""Data Destruction""]"
Q007112,T1546.004,Unix Shell Configuration Modification,2.3823699951171875,False,CanisterWorm,malware,CanisterWorm. CanisterWorm has used shell commands to enable and start the malicious systemd service for execution and persistence.,"[""T1059.004""]","[""Unix Shell""]"
Q007113,T1547.001,Registry Run Keys / Startup Folder,4.149484634399414,False,Cannon,malware,Cannon. Cannon adds the Registry key HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon to establish persistence.,"[""T1547.004""]","[""Winlogon Helper DLL""]"
Q007115,T1027.004,Compile After Delivery,-3.7502360343933105,False,Cannon,malware,Cannon. Cannon can download a payload for execution.,"[""T1105""]","[""Ingress Tool Transfer""]"
Q007116,T1592.001,Hardware,-0.39002525806427,False,Cannon,malware,Cannon. Cannon can gather drive information from the victim's machine.,"[""T1680""]","[""Local Storage Discovery""]"
Q007118,T1589,Gather Victim Identity Information,-2.420125961303711,False,Cannon,malware,Cannon. Cannon can gather the username from the system.,"[""T1033""]","[""System Owner/User Discovery""]"
Q007120,T1652,Device Driver Discovery,-4.626405715942383,False,Cannon,malware,Cannon. Cannon can obtain victim drive information as well as a list of folders in C:\Program Files.,"[""T1083""]","[""File and Directory Discovery""]"
Q007123,T1102.002,Bidirectional Communication,-2.1308746337890625,False,Cannon,malware,Cannon. Cannon uses SMTP/S and POP3/S for C2 communications by sending and receiving emails.,"[""T1071.003""]","[""Mail Protocols""]"
Q007125,T1137.002,Office Test,-2.081127166748047,False,Carbanak,malware,Carbanak. Carbanak checks the Registry key HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings for proxy configurations information.,"[""T1012""]","[""Query Registry""]"
Q007128,T1132.002,Non-Standard Encoding,0.8322011232376099,False,Carbanak,malware,Carbanak. Carbanak encodes the message body of HTTP traffic with Base64.,"[""T1132.001""]","[""Standard Encoding""]"
Q007129,T1027.008,Stripped Payloads,-0.8754397630691528,False,Carbanak,malware,Carbanak. Carbanak encrypts strings to make analysis more difficult.,"[""T1027""]","[""Obfuscated Files or Information""]"
Q007130,T1573,Encrypted Channel,-3.56314754486084,False,Carbanak,malware,Carbanak. Carbanak encrypts the message body of HTTP traffic with RC2 (in CBC mode). Carbanak also uses XOR with random keys for its communications.,"[""T1573.001""]","[""Symmetric Cryptography""]"
Q007132,T1546.004,Unix Shell Configuration Modification,-5.007842063903809,False,Carbanak,malware,Carbanak. Carbanak has a command to create a reverse shell.,"[""T1059.003""]","[""Windows Command Shell""]"
Q007134,T1219.002,Remote Desktop Software,-4.208453178405762,False,Carbanak,malware,Carbanak. Carbanak has a plugin for VNC and Ammyy Admin Tool.,"[""T1219""]","[""Remote Access Tools""]"
Q007136,T1685.001,Disable or Modify Windows Event Log,-5.574200630187988,False,Carbanak,malware,Carbanak. Carbanak logs key strokes for configured processes and sends them back to the C2 server.,"[""T1056.001""]","[""Keylogging""]"
Q007137,T1556.008,Network Provider DLL,-3.9676756858825684,False,Carbanak,malware,Carbanak. Carbanak obtains Windows logon password details.,"[""T1003""]","[""OS Credential Dumping""]"
Q007140,T1037.005,Startup Items,2.130897283554077,False,Carbanak,malware,Carbanak. Carbanak stores a configuration files in the startup directory to automatically execute commands in order to persist across reboots.,"[""T1547.001""]","[""Registry Run Keys / Startup Folder""]"
Q007141,T1608.001,Upload Malware,-3.1490745544433594,False,Carbanak,malware,Carbanak. The Carbanak malware communicates to its command server using HTTP with an encrypted payload.,"[""T1071.001""]","[""Web Protocols""]"
Q007143,T1129,Shared Modules,-5.8412604331970215,False,Carberp,malware,Carberp. Carberp can download and execute new plugins from the C2 server.,"[""T1105""]","[""Ingress Tool Transfer""]"
Q007145,T1055.012,Process Hollowing,0.8317075967788696,False,Carberp,malware,Carberp. Carberp has attempted to disable security software by creating a suspended process for the security software and injecting code to delete antivirus core files when the process is resumed.,"[""T1685""]","[""Disable or Modify Tools""]"
Q007146,T1056.003,Web Portal Capture,0.6827466487884521,False,Carberp,malware,Carberp. Carberp has captured credentials when a user performs login through a SSL session.,"[""T1185""]","[""Browser Session Hijacking""]"
Q007149,T1016.001,Internet Connection Discovery,-2.791335105895996,False,Carberp,malware,Carberp. Carberp has connected to C2 servers via HTTP.,"[""T1071.001""]","[""Web Protocols""]"
Q007150,T1547.001,Registry Run Keys / Startup Folder,0.6010687947273254,False,Carberp,malware,Carberp. Carberp has created a hidden file in the Startup folder of the current user.,"[""T1564.001""]","[""Hidden Files and Directories""]"
Q007151,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,0.26762211322784424,False,Carberp,malware,Carberp. Carberp has exfiltrated data via HTTP to already established C2 servers.,"[""T1041""]","[""Exfiltration Over C2 Channel""]"
Q007156,T1543.003,Windows Service,-4.021427154541016,False,Carberp,malware,"Carberp. Carberp has masqueraded as Windows system file names, as well as ""chkntfs.exe"" and ""syscron.exe"".","[""T1036.005""]","[""Match Legitimate Resource Name or Location""]"
Q007157,T1552.002,Credentials in Registry,-0.4590756893157959,False,Carberp,malware,Carberp. Carberp has queried the infected system's registry searching for specific registry keys associated with antivirus products.,"[""T1518.001""]","[""Security Software Discovery""]"
Q007160,T1546.012,Image File Execution Options Injection,2.36521053314209,False,Carberp,malware,"Carberp. Carberp has searched the Image File Execution Options registry key for ""Debugger"" within every subkey.","[""T1012""]","[""Query Registry""]"
Q007161,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,-2.3910772800445557,False,Carberp,malware,Carberp. Carberp has used XOR-based encryption to mask C2 server locations within the trojan.,"[""T1027.013""]","[""Encrypted/Encoded File""]"
Q007162,T1564.004,NTFS File Attributes,-8.055769920349121,False,Carberp,malware,Carberp. Carberp has used the NtQueryDirectoryFile and ZwQueryDirectoryFile functions to hide files and directories.,"[""T1106""]","[""Native API""]"
Q007165,T1556.003,Pluggable Authentication Modules,-7.027741432189941,False,Carberp,malware,"Carberp. Carberp's passw.plug plugin can gather account information from multiple instant messaging, email, and social media services, as well as FTP, VNC, and VPN clients.","[""T1555""]","[""Credentials from Password Stores""]"
Q007166,T1003.008,/etc/passwd and /etc/shadow,-4.735003471374512,False,Carberp,malware,"Carberp. Carberp's passw.plug plugin can gather passwords saved in Opera, Internet Explorer, Safari, Firefox, and Chrome.","[""T1555.003""]","[""Credentials from Web Browsers""]"
Q007167,T1590.005,IP Addresses,-1.8451793193817139,False,Carbon,malware,"Carbon. Carbon can collect the IP address of the victims and other computers on the network using the commands: ipconfig -all nbtstat -n , and nbtstat -s .","[""T1016""]","[""System Network Configuration Discovery""]"
Q007168,T1055.012,Process Hollowing,-6.201939105987549,False,Carbon,malware,Carbon. Carbon can list the processes on the victim’s machine.,"[""T1057""]","[""Process Discovery""]"
Q007169,T1102.002,Bidirectional Communication,-3.977327585220337,False,Carbon,malware,Carbon. Carbon can use HTTP in C2 communications.,"[""T1071.001""]","[""Web Protocols""]"
Q007170,T1567.003,Exfiltration to Text Storage Sites,-2.4922142028808594,False,Carbon,malware,Carbon. Carbon can use Pastebin to receive C2 commands.,"[""T1102""]","[""Web Service""]"
Q007171,T1135,Network Share Discovery,-6.994442939758301,False,Carbon,malware,Carbon. Carbon creates a base directory that contains the files and folders that are collected.,"[""T1074.001""]","[""Local Data Staging""]"
Q007172,T1070.009,Clear Persistence,-4.3851141929626465,False,Carbon,malware,Carbon. Carbon creates several tasks for later execution to continue persistence on the victim’s machine.,"[""T1053.005""]","[""Scheduled Task""]"
Q007173,T1480.001,Environmental Keying,-4.089994430541992,False,Carbon,malware,Carbon. Carbon decrypts task and configuration files for execution.,"[""T1140""]","[""Deobfuscate/Decode Files or Information""]"
Q007174,T1573,Encrypted Channel,-2.034618854522705,False,Carbon,malware,Carbon. Carbon encrypts configuration files and tasks for the malware to complete using CAST-128 algorithm.,"[""T1027""]","[""Obfuscated Files or Information""]"
Q007175,T1480.001,Environmental Keying,-9.922582626342773,False,Carbon,malware,Carbon. Carbon enumerates values in the Registry.,"[""T1012""]","[""Query Registry""]"
Q007176,T1543,Create or Modify System Process,-0.2835102081298828,False,Carbon,malware,Carbon. Carbon establishes persistence by creating a service and naming it based off the operating system version running on the current machine.,"[""T1543.003""]","[""Windows Service""]"
Q007177,T1055,Process Injection,-0.6312705874443054,False,Carbon,malware,Carbon. Carbon has a command to inject code into a process.,"[""T1055.001""]","[""Dynamic-link Library Injection""]"
Q007178,T1102,Web Service,-3.000082492828369,False,Carbon,malware,Carbon. Carbon has used RSA encryption for C2 communications.,"[""T1573.002""]","[""Asymmetric Cryptography""]"
Q007179,T1102,Web Service,-3.0851457118988037,False,Carbon,malware,Carbon. Carbon uses HTTP to send data to the C2 server.,"[""T1048.003""]","[""Exfiltration Over Unencrypted Non-C2 Protocol""]"
Q007182,T1098.007,Additional Local or Domain Groups,-3.0977025032043457,False,Carbon,malware,Carbon. Carbon uses the net group command.,"[""T1069""]","[""Permission Groups Discovery""]"
Q007183,T1135,Network Share Discovery,-6.694750785827637,False,Carbon,malware,Carbon. Carbon uses the net view command.,"[""T1018""]","[""Remote System Discovery""]"
Q007186,T1132.001,Standard Encoding,-4.972067832946777,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT applies compression to C2 traffic using the ZLIB library.,"[""T1560.002""]","[""Archive via Library""]"
Q007189,T1614,System Location Discovery,-7.199178218841553,False,Cardinal RAT,malware,"Cardinal RAT. Cardinal RAT can collect the hostname, Microsoft Windows version, and processor architecture from a victim machine.","[""T1082""]","[""System Information Discovery""]"
Q007190,T1589,Gather Victim Identity Information,-4.104891777038574,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT can collect the username from a victim machine.,"[""T1033""]","[""System Owner/User Discovery""]"
Q007191,T1104,Multi-Stage Channels,-3.8246240615844727,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT can communicate over multiple C2 host and port combinations.,"[""T1008""]","[""Fallback Channels""]"
Q007192,T1104,Multi-Stage Channels,-5.392328262329102,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT can download and execute additional payloads.,"[""T1105""]","[""Ingress Tool Transfer""]"
Q007193,T1202,Indirect Command Execution,-5.7025041580200195,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT can execute commands.,"[""T1059.003""]","[""Windows Command Shell""]"
Q007195,T1070.009,Clear Persistence,-6.377444267272949,False,Cardinal RAT,malware,"Cardinal RAT. Cardinal RAT can uninstall itself, including deleting its executable.","[""T1070.004""]","[""File Deletion""]"
Q007196,T1553.001,Gatekeeper Bypass,-7.042064666748047,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT checks its current working directory upon execution and also contains watchdog functionality that ensures its executable is located in the correct path (else it will rewrite the payload).,"[""T1083""]","[""File and Directory Discovery""]"
Q007197,T1134.002,Create Process with Token,-8.379440307617188,False,Cardinal RAT,malware,"Cardinal RAT. Cardinal RAT contains watchdog functionality that ensures its process is always running, else spawns a new instance.","[""T1057""]","[""Process Discovery""]"
Q007198,T1546.010,AppInit DLLs,-4.9342570304870605,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT contains watchdog functionality that periodically ensures HKCU\Software\Microsoft\Windows NT\CurrentVersion\Windows\Load is set to point to its executable.,"[""T1012""]","[""Query Registry""]"
Q007202,T1055.002,Portable Executable Injection,-0.9279802441596985,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT injects into a newly spawned process created from a native Windows executable.,"[""T1055""]","[""Process Injection""]"
Q007203,T1571,Non-Standard Port,-4.955265045166016,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT is downloaded using HTTP over port 443.,"[""T1071.001""]","[""Web Protocols""]"
Q007204,T1137.001,Office Template Macros,-1.6653835773468018,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT lures victims into executing malicious macros embedded within Microsoft Excel documents.,"[""T1204.002""]","[""Malicious File""]"
Q007205,T1546.010,AppInit DLLs,-1.6177904605865479,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT sets HKCU\Software\Microsoft\Windows NT\CurrentVersion\Windows\Load to point to its executable.,"[""T1112""]","[""Modify Registry""]"
Q007206,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,-4.41710090637207,False,Cardinal RAT,malware,Cardinal RAT. Cardinal RAT uses a secret key with a series of XOR and addition operations to encrypt C2 traffic.,"[""T1573.001""]","[""Symmetric Cryptography""]"
Q007208,T1546.007,Netsh Helper DLL,-0.29678234457969666,False,Catchamas,malware,Catchamas. Catchamas adds a new service named NetAdapter to establish persistence.,"[""T1543.003""]","[""Windows Service""]"
Q007210,T1674,Input Injection,-0.6625971794128418,False,Catchamas,malware,Catchamas. Catchamas collects keystrokes from the victim’s machine.,"[""T1056.001""]","[""Keylogging""]"
Q007211,T1547.001,Registry Run Keys / Startup Folder,2.839447259902954,False,Catchamas,malware,Catchamas. Catchamas creates three Registry keys to establish persistence by adding a Windows Service.,"[""T1112""]","[""Modify Registry""]"
Q007212,T1590.005,IP Addresses,-0.14794385433197021,False,Catchamas,malware,"Catchamas. Catchamas gathers the Mac address, IP address, and the network adapter information from the victim’s machine.","[""T1016""]","[""System Network Configuration Discovery""]"
Q007213,T1113,Screen Capture,-1.169618844985962,False,Catchamas,malware,Catchamas. Catchamas obtains application windows titles and then determines which windows to perform Screen Capture on.,"[""T1010""]","[""Application Window Discovery""]"
Q007215,T1074.002,Remote Data Staging,-4.375205039978027,False,Catchamas,malware,Catchamas. Catchamas stores the gathered data from the machine in .db files and .bmp files under four separate locations.,"[""T1074.001""]","[""Local Data Staging""]"
Q007217,T1590.005,IP Addresses,-0.006543360650539398,False,Caterpillar WebShell,malware,Caterpillar WebShell. Caterpillar WebShell can gather the IP address from the victim's machine using the IP config command.,"[""T1016""]","[""System Network Configuration Discovery""]"
Q007220,T1589,Gather Victim Identity Information,-4.742901802062988,False,Caterpillar WebShell,malware,Caterpillar WebShell. Caterpillar WebShell can obtain a list of user accounts from a victim's machine.,"[""T1033""]","[""System Owner/User Discovery""]"
Q007221,T1025,Data from Removable Media,-4.334089279174805,False,Caterpillar WebShell,malware,Caterpillar WebShell. Caterpillar WebShell can run commands on the compromised asset with CMD functions.,"[""T1059.003""]","[""Windows Command Shell""]"
Q007223,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,-6.877381324768066,False,Caterpillar WebShell,malware,Caterpillar WebShell. Caterpillar WebShell can upload files over the C2 channel.,"[""T1041""]","[""Exfiltration Over C2 Channel""]"
Q007225,T1213.006,Databases,-9.068174362182617,False,Caterpillar WebShell,malware,Caterpillar WebShell. Caterpillar WebShell has a module to collect information from the local database.,"[""T1005""]","[""Data from Local System""]"
Q007227,T1592.002,Software,-5.669743061065674,False,Caterpillar WebShell,malware,"Caterpillar WebShell. Caterpillar WebShell has a module to gather information from the compromised asset, including the computer version, computer name, IIS version, and more.","[""T1082""]","[""System Information Discovery""]"
Q007229,T1547.010,Port Monitors,-7.350672245025635,False,Caterpillar WebShell,malware,Caterpillar WebShell. Caterpillar WebShell has a module to use a port scanner on a system.,"[""T1046""]","[""Network Service Discovery""]"
Q007231,T1090,Proxy,-3.6035454273223877,False,ChChes,malware,ChChes. ChChes can alter the victim's proxy configuration.,"[""T1685""]","[""Disable or Modify Tools""]"
Q007232,T1132.002,Non-Standard Encoding,1.8573834896087646,False,ChChes,malware,ChChes. ChChes can encode C2 data with a custom technique that utilizes Base64.,"[""T1132.001""]","[""Standard Encoding""]"
Q007233,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,1.6191291809082031,False,ChChes,malware,ChChes. ChChes can encrypt C2 traffic with AES or RC4.,"[""T1573.001""]","[""Symmetric Cryptography""]"
Q007234,T1134.004,Parent PID Spoofing,-3.5186562538146973,False,ChChes,malware,ChChes. ChChes collects its process identifier (PID) on the victim.,"[""T1057""]","[""Process Discovery""]"
Q007235,T1592,Gather Victim Host Information,-1.8305928707122803,False,ChChes,malware,"ChChes. ChChes collects the victim hostname, window resolution, and Microsoft Windows version.","[""T1082""]","[""System Information Discovery""]"
Q007236,T1218.001,Compiled HTML File,-4.956784248352051,False,ChChes,malware,ChChes. ChChes collects the victim's %TEMP% directory path and version of Internet Explorer.,"[""T1083""]","[""File and Directory Discovery""]"
Q007237,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,-1.2607779502868652,False,ChChes,malware,ChChes. ChChes communicates to its C2 server over HTTP and embeds data within the Cookie HTTP header.,"[""T1071.001""]","[""Web Protocols""]"
Q007238,T1218.001,Compiled HTML File,-3.349008798599243,False,ChChes,malware,ChChes. ChChes copies itself to an .exe file with a filename that is likely intended to imitate Norton Antivirus but has several letters reversed (e.g. notron.exe).,"[""T1036.005""]","[""Match Legitimate Resource Name or Location""]"
Q007240,T1218.001,Compiled HTML File,-6.064943313598633,False,ChChes,malware,"ChChes. ChChes is capable of downloading files, including additional modules.","[""T1105""]","[""Ingress Tool Transfer""]"
Q007241,T1588.003,Code Signing Certificates,-2.7638607025146484,False,ChChes,malware,ChChes. ChChes samples were digitally signed with a certificate originally used by Hacking Team that was later leaked and subsequently revoked.,"[""T1553.002""]","[""Code Signing""]"
Q007242,T1555.004,Windows Credential Manager,-0.6821606755256653,False,ChChes,malware,ChChes. ChChes steals credentials stored inside Internet Explorer.,"[""T1555.003""]","[""Credentials from Web Browsers""]"
Q007246,T1217,Browser Information Discovery,-0.44880443811416626,False,Chaes,malware,Chaes. Chaes can steal login credentials and stored financial information from the browser.,"[""T1555.003""]","[""Credentials from Web Browsers""]"
